filename,year,cam_position,cam_num,sample_num,batch_num,label_filename,label_principal,multiple,chunk,mixed_quality,reviewed,labeled_by,labeled_by_canonical,masked_label,hot_frac,max_blob,masked_covered,masked_disagreement
2025_Conforme_1_Cam_B_1_0.jpg,2025,B,1,0,1,Conforme,Vide,False,False,False,True,NicoG,Nico,,,,False,False
2025_Conforme_1_Cam_B_1_1.jpg,2025,B,1,1,1,Conforme,Vide,False,False,False,True,NicoG,Nico,,,,False,False
2025_Conforme_1_Cam_B_1_10.jpg,2025,B,1,10,1,Conforme,Vide,False,False,False,True,NicoG,Nico,,,,False,False
2025_Conforme_1_Cam_B_1_100.jpg,2025,B,1,100,1,Conforme,Conforme,False,False,False,True,NicoG,Nico,,,,False,False
2025_Conforme_1_Cam_B_1_101.jpg,2025,B,1,101,1,Conforme,Vide,False,False,False,True,NicoG,Nico,,,,False,False
2025_Conforme_1_Cam_B_1_102.jpg,2025,B,1,102,1,Conforme,Conforme,False,False,False,True,NicoG,Nico,,,,False,False
2025_Conforme_1_Cam_B_1_103.jpg,2025,B,1,103,1,Conforme,Conforme,True,False,False,True,NicoG,Nico,,,,False,False
2025_Conforme_1_Cam_B_1_104.jpg,2025,B,1,104,1,Conforme,Conforme,False,False,False,True,NicoG,Nico,,,,False,False
2025_Conforme_1_Cam_B_1_105.jpg,2025,B,1,105,1,Conforme,Conforme,False,False,False,True,NicoG,Nico,,,,False,False
2025_Conforme_1_Cam_B_1_106.jpg,2025,B,1,106,1,Conforme,Vide,False,False,False,True,NicoG,Nico,,,,False,False
2025_Conforme_1_Cam_B_1_107.jpg,2025,B,1,107,1,Conforme,Conforme,False,False,False,True,NicoG,Nico,,,,False,False
2025_Conforme_1_Cam_B_1_108.jpg,2025,B,1,108,1,Conforme,Vide,False,False,False,True,NicoG,Nico,,,,False,False
2025_Conforme_1_Cam_B_1_109.jpg,2025,B,1,109,1,Conforme,Vide,False,False,False,True,NicoG,Nico,,,,False,False
2025_Conforme_1_Cam_B_1_11.jpg,2025,B,1,11,1,Conforme,Vide,False,False,False,True,NicoG,Nico,,,,False,False
2025_Conforme_1_Cam_B_1_110.jpg,2025,B,1,110,1,Conforme,Vide,False,False,False,True,NicoG,Nico,,,,False,False
2025_Conforme_1_Cam_B_1_111.jpg,2025,B,1,111,1,Conforme,Vide,False,False,False,True,NicoG,Nico,,,,False,False
2025_Conforme_1_Cam_B_1_112.jpg,2025,B,1,112,1,Conforme,Conforme,False,False,False,True,NicoG,Nico,,,,False,False
2025_Conforme_1_Cam_B_1_113.jpg,2025,B,1,113,1,Conforme,Conforme,False,False,False,True,NicoG,Nico,,,,False,False
2025_Conforme_1_Cam_B_1_114.jpg,2025,B,1,114,1,Conforme,Conforme,False,False,False,True,NicoG,Nico,,,,False,False
2025_Conforme_1_Cam_B_1_115.jpg,2025,B,1,115,1,Conforme,Vide,False,False,False,True,NicoG,Nico,,,,False,False
2025_Conforme_1_Cam_B_1_116.jpg,2025,B,1,116,1,Conforme,Vide,False,False,False,True,NicoG,Nico,,,,False,False
2025_Conforme_1_Cam_B_1_117.jpg,2025,B,1,117,1,Conforme,Conforme,False,False,False,True,NicoG,Nico,,,,False,False
2025_Conforme_1_Cam_B_1_118.jpg,2025,B,1,118,1,Conforme,Conforme,True,False,False,True,NicoG,Nico,,,,False,False
2025_Conforme_1_Cam_B_1_119.jpg,2025,B,1,119,1,Conforme,Conforme,False,False,False,True,NicoG,Nico,,,,False,False
2025_Conforme_1_Cam_B_1_12.jpg,2025,B,1,12,1,Conforme,Vide,False,False,False,True,NicoG,Nico,,,,False,False
2025_Conforme_1_Cam_B_1_120.jpg,2025,B,1,120,1,Conforme,Conforme,False,False,False,True,NicoG,Nico,,,,False,False
2025_Conforme_1_Cam_B_1_121.jpg,2025,B,1,121,1,Conforme,Conforme,False,False,False,True,NicoG,Nico,,,,False,False
2025_Conforme_1_Cam_B_1_122.jpg,2025,B,1,122,1,Conforme,Conforme,False,False,False,True,NicoG,Nico,,,,False,False
2025_Conforme_1_Cam_B_1_123.jpg,2025,B,1,123,1,Conforme,Conforme,False,False,False,True,NicoG,Nico,,,,False,False
2025_Conforme_1_Cam_B_1_124.jpg,2025,B,1,124,1,Conforme,Conforme,False,False,False,True,NicoG,Nico,,,,False,False
2025_Conforme_1_Cam_B_1_125.jpg,2025,B,1,125,1,Conforme,Conforme,False,False,False,True,NicoG,Nico,,,,False,False
2025_Conforme_1_Cam_B_1_126.jpg,2025,B,1,126,1,Conforme,Conforme,False,False,False,True,NicoG,Nico,,,,False,False
2025_Conforme_1_Cam_B_1_127.jpg,2025,B,1,127,1,Conforme,Conforme,False,False,False,True,NicoG,Nico,,,,False,False
2025_Conforme_1_Cam_B_1_128.jpg,2025,B,1,128,1,Conforme,Conforme,False,False,False,True,NicoG,Nico,,,,False,False
2025_Conforme_1_Cam_B_1_129.jpg,2025,B,1,129,1,Conforme,Vide,False,False,False,True,NicoG,Nico,,,,False,False
2025_Conforme_1_Cam_B_1_13.jpg,2025,B,1,13,1,Conforme,Vide,False,False,False,True,NicoG,Nico,,,,False,False
2025_Conforme_1_Cam_B_1_130.jpg,2025,B,1,130,1,Conforme,Conforme,False,False,False,True,NicoG,Nico,,,,False,False
2025_Conforme_1_Cam_B_1_131.jpg,2025,B,1,131,1,Conforme,Conforme,False,False,False,True,NicoG,Nico,,,,False,False
2025_Conforme_1_Cam_B_1_132.jpg,2025,B,1,132,1,Conforme,Vide,False,False,False,True,NicoG,Nico,,,,False,False
2025_Conforme_1_Cam_B_1_133.jpg,2025,B,1,133,1,Conforme,Conforme,False,False,False,True,NicoG,Nico,,,,False,False
2025_Conforme_1_Cam_B_1_134.jpg,2025,B,1,134,1,Conforme,Conforme,False,False,False,True,NicoG,Nico,,,,False,False
2025_Conforme_1_Cam_B_1_135.jpg,2025,B,1,135,1,Conforme,Conforme,False,False,False,True,NicoG,Nico,,,,False,False
2025_Conforme_1_Cam_B_1_136.jpg,2025,B,1,136,1,Conforme,Conforme,False,False,False,True,NicoG,Nico,,,,False,False
2025_Conforme_1_Cam_B_1_137.jpg,2025,B,1,137,1,Conforme,Conforme,False,False,False,True,NicoG,Nico,,,,False,False
2025_Conforme_1_Cam_B_1_138.jpg,2025,B,1,138,1,Conforme,Conforme,False,False,False,True,NicoG,Nico,,,,False,False
2025_Conforme_1_Cam_B_1_139.jpg,2025,B,1,139,1,Conforme,Conforme,False,False,False,True,NicoG,Nico,,,,False,False
2025_Conforme_1_Cam_B_1_14.jpg,2025,B,1,14,1,Conforme,Vide,False,False,False,True,NicoG,Nico,,,,False,False
2025_Conforme_1_Cam_B_1_140.jpg,2025,B,1,140,1,Conforme,Conforme,False,False,False,True,NicoG,Nico,,,,False,False
2025_Conforme_1_Cam_B_1_141.jpg,2025,B,1,141,1,Conforme,Conforme,False,False,False,True,NicoG,Nico,,,,False,False
2025_Conforme_1_Cam_B_1_142.jpg,2025,B,1,142,1,Conforme,Conforme,False,False,False,True,NicoG,Nico,,,,False,False
2025_Conforme_1_Cam_B_1_143.jpg,2025,B,1,143,1,Conforme,Conforme,False,False,False,True,NicoG,Nico,,,,False,False
2025_Conforme_1_Cam_B_1_144.jpg,2025,B,1,144,1,Conforme,Conforme,False,False,False,True,NicoG,Nico,,,,False,False
2025_Conforme_1_Cam_B_1_145.jpg,2025,B,1,145,1,Conforme,Conforme,False,False,False,True,NicoG,Nico,,,,False,False
2025_Conforme_1_Cam_B_1_146.jpg,2025,B,1,146,1,Conforme,Conforme,False,False,False,True,NicoG,Nico,,,,False,False
2025_Conforme_1_Cam_B_1_147.jpg,2025,B,1,147,1,Conforme,Conforme,False,False,False,True,NicoG,Nico,,,,False,False
2025_Conforme_1_Cam_B_1_148.jpg,2025,B,1,148,1,Conforme,Vide,False,False,False,True,NicoG,Nico,,,,False,False
2025_Conforme_1_Cam_B_1_149.jpg,2025,B,1,149,1,Conforme,Conforme,False,False,False,True,NicoG,Nico,,,,False,False
2025_Conforme_1_Cam_B_1_15.jpg,2025,B,1,15,1,Conforme,Vide,False,False,False,True,NicoG,Nico,,,,False,False
2025_Conforme_1_Cam_B_1_150.jpg,2025,B,1,150,1,Conforme,Conforme,False,False,False,True,NicoG,Nico,,,,False,False
2025_Conforme_1_Cam_B_1_151.jpg,2025,B,1,151,1,Conforme,Vide,False,False,False,True,NicoG,Nico,,,,False,False
2025_Conforme_1_Cam_B_1_152.jpg,2025,B,1,152,1,Conforme,Vide,False,False,False,True,NicoG,Nico,,,,False,False
2025_Conforme_1_Cam_B_1_153.jpg,2025,B,1,153,1,Conforme,Conforme,False,False,False,True,NicoG,Nico,,,,False,False
2025_Conforme_1_Cam_B_1_154.jpg,2025,B,1,154,1,Conforme,Vide,False,False,False,True,NicoG,Nico,,,,False,False
2025_Conforme_1_Cam_B_1_155.jpg,2025,B,1,155,1,Conforme,Vide,False,False,False,True,NicoG,Nico,,,,False,False
2025_Conforme_1_Cam_B_1_156.jpg,2025,B,1,156,1,Conforme,Vide,False,False,False,True,NicoG,Nico,,,,False,False
2025_Conforme_1_Cam_B_1_157.jpg,2025,B,1,157,1,Conforme,Conforme,False,False,False,True,NicoG,Nico,,,,False,False
2025_Conforme_1_Cam_B_1_158.jpg,2025,B,1,158,1,Conforme,Conforme,False,False,False,True,NicoG,Nico,,,,False,False
2025_Conforme_1_Cam_B_1_159.jpg,2025,B,1,159,1,Conforme,Conforme,False,False,False,True,NicoG,Nico,,,,False,False
2025_Conforme_1_Cam_B_1_16.jpg,2025,B,1,16,1,Conforme,Vide,False,False,False,True,NicoG,Nico,,,,False,False
2025_Conforme_1_Cam_B_1_160.jpg,2025,B,1,160,1,Conforme,Conforme,False,False,False,True,NicoG,Nico,,,,False,False
2025_Conforme_1_Cam_B_1_161.jpg,2025,B,1,161,1,Conforme,Conforme,False,False,False,True,NicoG,Nico,,,,False,False
2025_Conforme_1_Cam_B_1_162.jpg,2025,B,1,162,1,Conforme,Conforme,False,False,False,True,NicoG,Nico,,,,False,False
2025_Conforme_1_Cam_B_1_163.jpg,2025,B,1,163,1,Conforme,Conforme,False,False,False,True,NicoG,Nico,,,,False,False
2025_Conforme_1_Cam_B_1_164.jpg,2025,B,1,164,1,Conforme,Conforme,False,False,False,True,NicoG,Nico,,,,False,False
2025_Conforme_1_Cam_B_1_165.jpg,2025,B,1,165,1,Conforme,Conforme,False,False,False,True,NicoG,Nico,,,,False,False
